State,Town,Title,K1876,List_K1876,K1882,List_K1882,K1890,List_K1890,C1875,List_C1875,C1890,List_C1890,W1885,List_W1885,W1894,List_W1894,N1890,List_N1890,S1894,List_S1894,A1878,List_A1878,A1882,List_A1882,A1883,List_A1883,A1889,List_A1889,X1870,X1880,X1890,X1900,Latitude,Longitude,LCCN,Start,End,ChronAm
Nebraska,Bennet,Record.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,214,474,495,40.68027778,-96.50638889,NA,NA,NA,0
Nebraska,Bradshaw,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,434,365,40.88361111,-97.7475,NA,NA,NA,0
Nebraska,Brock,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,348,543,40.48027778,-95.96,NA,NA,NA,0
Nebraska,Broken Bow,Republic.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1647,1375,41.40472222,-99.64138889,NA,NA,NA,0
Nebraska,Burnett,Blade.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Burwell,Bell.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,378,460,41.78138889,-99.13416667,NA,NA,NA,0
Nebraska,Cambridge,Monitor.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,106,510,840,40.28333333,-100.1708333,NA,NA,NA,0
Nebraska,Cedar Rapids,Era.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,484,559,41.55944444,-98.14861111,NA,NA,NA,0
Nebraska,Central,Nonpareil.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,648,1368,1571,41.11388889,-98.0025,NA,NA,NA,0
Nebraska,Chester,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,407,439,40.01055556,-97.61805556,NA,NA,NA,0
Nebraska,Columbus,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,526,2131,3134,3522,41.43277778,-97.35861111,sn95073194,1878-08-28,1911-11-09,1
Nebraska,Cortland,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,509,390,40.50694444,-96.70694444,NA,NA,NA,0
Nebraska,Creighton,Pioneer.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,10,822,909,42.465,-97.90722222,NA,NA,NA,0
Nebraska,Crete,Globe.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1870,2310,2199,40.62472222,-96.95916667,NA,NA,NA,0
Nebraska,Crete,Vidette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1870,2310,2199,40.62472222,-96.95916667,NA,NA,NA,0
Nebraska,Cumminsville,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Dakota,Argus.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,300,364,0,521,42.41527778,-96.41777778,NA,NA,NA,0
Nebraska,Dorchester,Star.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,0,309,540,521,40.64861111,-97.11527778,NA,NA,NA,0
Nebraska,Edgar,Post.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,577,1105,1040,40.36972222,-97.97083333,NA,NA,NA,0
Nebraska,Elk Creek,Echo.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,139,216,347,40.2875,-96.12833333,NA,NA,NA,0
Nebraska,Endicott,Call.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,256,234,40.08166667,-97.09722222,NA,NA,NA,0
Nebraska,Exeter,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,412,754,673,40.64472222,-97.44916667,NA,NA,NA,0
Nebraska,Fairmont,Bulletin.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,600,1029,784,40.63555556,-97.585,NA,NA,NA,0
Nebraska,Franklin,Echo.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,78,556,756,40.09527778,-98.95305556,NA,NA,NA,0
Nebraska,Fullerton,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1464,41.36305556,-97.97083333,NA,NA,NA,0
Nebraska,Genoa,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,187,793,913,41.45,-97.73333333,NA,NA,NA,0
Nebraska,Gibbon,Beacon.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,154,646,660,40.74777778,-98.84444444,NA,NA,NA,0
Nebraska,Grafton,Leader.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,287,40.62861111,-97.71472222,NA,NA,NA,0
Nebraska,Grand Island,Independent.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2963,7536,7554,40.92222222,-98.35805556,NA,NA,NA,0
Nebraska,Greenwood,Hawkeye.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,179,495,516,40.96138889,-96.44138889,NA,NA,NA,0
Nebraska,Hampton,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,430,367,40.88111111,-97.88694444,NA,NA,NA,0
Nebraska,Hampton,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,430,367,40.88111111,-97.88694444,NA,NA,NA,0
Nebraska,Hardy,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,343,345,40.00944444,-97.92638889,NA,NA,NA,0
Nebraska,Harvard,Courier.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,768,1076,849,40.62027778,-98.09666667,NA,NA,NA,0
Nebraska,Harvard,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,768,1076,849,40.62027778,-98.09666667,NA,NA,NA,0
Nebraska,Hastings,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,2817,13584,7188,40.58916667,-98.39166667,NA,NA,NA,0
Nebraska,Holdrege,Nugget.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2601,3007,40.44055556,-99.37444444,NA,NA,NA,0
Nebraska,Holdrege,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2601,3007,40.44055556,-99.37444444,NA,NA,NA,0
Nebraska,Homerville,Citizen.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Humboldt,Standard.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,917,1114,1218,40.165,-95.94583333,NA,NA,NA,0
Nebraska,Humphrey,Independent.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,691,869,41.69055556,-97.48638889,NA,NA,NA,0
Nebraska,Juniata,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,494,528,543,40.59138889,-98.50722222,NA,NA,NA,0
Nebraska,Louisville,Observer.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,321,653,738,40.99944444,-96.15972222,NA,NA,NA,0
Nebraska,Loup,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,671,826,41.27722222,-98.96805556,NA,NA,NA,0
Nebraska,Lyons,Mirror.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,90,532,847,41.93611111,-96.47222222,NA,NA,NA,0
Nebraska,Madison,Chronicle.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,417,930,1479,41.8275,-97.45694444,NA,NA,NA,0
Nebraska,Mccook,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2346,2445,40.20527778,-100.6261111,sn94056414,1883-09-06,1885-05-28,1
Nebraska,Mccook,Trumpet.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2346,2445,40.20527778,-100.6261111,NA,NA,NA,0
Nebraska,Minden,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,98,1380,1238,40.49805556,-98.95111111,NA,NA,NA,0
Nebraska,Nelson,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,196,913,978,40.20194444,-98.06666667,NA,NA,NA,0
Nebraska,Norfolk,Flail.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,547,3038,3883,42.02833333,-97.43361111,NA,NA,NA,0
Nebraska,North Loup,News.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,386,420,41.49472222,-98.77138889,NA,NA,NA,0
Nebraska,North Platte,Nebraskian.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,363,3055,3640,41.136,-100.763,NA,NA,NA,0
Nebraska,North Platte,Telegraph.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,363,3055,3640,41.136,-100.763,NA,NA,NA,0
Nebraska,Oakdale,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,338,630,585,42.07,-97.96777778,NA,NA,NA,0
Nebraska,Oakland,News.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,345,807,1008,41.835,-96.46611111,NA,NA,NA,0
Nebraska,Odell,Optic.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,359,40.05027778,-96.80083333,NA,NA,NA,0
Nebraska,Ogallala,Reflector.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,114,494,355,41.12888889,-101.7194444,NA,NA,NA,0
Nebraska,Omaha,Dispatch.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16083,30518,140452,102555,41.25,-96,NA,NA,NA,0
Nebraska,Omaha,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16083,30518,140452,102555,41.25,-96,NA,NA,NA,0
Nebraska,Omaha,Union.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16083,30518,140452,102555,41.25,-96,NA,NA,NA,0
Nebraska,Omaha,Watchman.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,16083,30518,140452,102555,41.25,-96,NA,NA,NA,0
Nebraska,Orleans,Press.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,409,812,656,40.13166667,-99.45555556,NA,NA,NA,0
Nebraska,Osceola,Advocate.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,0,527,947,882,41.17805556,-97.54861111,NA,NA,NA,0
Nebraska,Osceola,Record.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,0,NA,0,527,947,882,41.17805556,-97.54861111,NA,NA,NA,0
Nebraska,Oxford,Register.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,428,576,40.25222222,-99.63277778,NA,NA,NA,0
Nebraska,Papillion,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,444,600,600,41.15583333,-96.04083333,NA,NA,NA,0
Nebraska,Pawnee,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Lincoln,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,763,1550,1969,40.11055556,-96.15361111,NA,NA,NA,0
Nebraska,Pierce,Call.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,73,563,770,42.19944444,-97.52944444,NA,NA,NA,0
Nebraska,Plattsmouth,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1944,4175,8392,4964,41.00861111,-95.89166667,NA,NA,NA,0
Nebraska,Plum Creek,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Plum Creek,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Reynolds,Times.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,271,260,40.06027778,-97.33472222,NA,NA,NA,0
Nebraska,Rising,Independent.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,610,499,41.19861111,-97.29583333,NA,NA,NA,0
Nebraska,Salem,Index.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,304,473,504,533,40.07666667,-95.72305556,NA,NA,NA,0
Nebraska,Sargent,Eagle.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,250,41.64083333,-99.37166667,NA,NA,NA,0
Nebraska,Schuyler,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1017,2160,2157,41.44888889,-97.06027778,NA,NA,NA,0
Nebraska,Springfield,Monitor.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,400,41.08222222,-96.1325,NA,NA,NA,0
Nebraska,St. Paul,Free Press.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,482,1263,1475,41.21361111,-98.46,NA,NA,NA,0
Nebraska,St. Paul,Phonograph.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Lincoln,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,482,1263,1475,41.21361111,-98.46,NA,NA,NA,0
Nebraska,Stanton,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,248,857,1052,41.95,-97.22305556,NA,NA,NA,0
Nebraska,Stella,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,399,498,40.23166667,-95.77277778,NA,NA,NA,0
Nebraska,Sterling,Press.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,782,40.46194444,-96.37833333,NA,NA,NA,0
Nebraska,Stockville,Faber.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Lincoln,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,227,269,40.53333333,-100.3844444,NA,NA,NA,0
Nebraska,Stratton,News.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,326,225,40.14861111,-101.2275,NA,NA,NA,0
Nebraska,Stromsburg,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,1154,41.11555556,-97.59361111,NA,NA,NA,0
Nebraska,Stuart,Ledger.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Lincoln,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,245,382,42.6,-99.14055556,NA,NA,NA,0
Nebraska,Superior,Journal.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,0,458,1614,1577,40.0225,-98.06694444,NA,NA,NA,0
Nebraska,Sutton,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1541,1365,40.60666667,-97.85861111,NA,NA,NA,0
Nebraska,Sutton,Register.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1541,1365,40.60666667,-97.85861111,NA,NA,NA,0
Nebraska,Talmage,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,429,489,40.53166667,-96.02361111,NA,NA,NA,0
Nebraska,Taylor,Clarion.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,41.76944444,-99.38055556,NA,NA,NA,0
Nebraska,Tecumseh,Chieftan.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1268,1654,2005,40.37,-96.19166667,NA,NA,NA,0
Nebraska,Tekamah,Herald.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,122,776,1244,1597,41.77805556,-96.2225,NA,NA,NA,0
Nebraska,Ulysses,Dispatch.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,305,621,563,41.0725,-97.20277778,NA,NA,NA,0
Nebraska,Utica,Record.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,194,466,487,40.895,-97.34527778,NA,NA,NA,0
Nebraska,Valentine,Reporter.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,811,42.87361111,-100.5502778,NA,NA,NA,0
Nebraska,Valparaiso,Avalanche.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,300,515,614,41.08,-96.83083333,NA,NA,NA,0
Nebraska,Verdon,Vedetta.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,253,340,40.14805556,-95.71111111,NA,NA,NA,0
Nebraska,Wahoo,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1064,2006,2100,41.21666667,-96.61666667,NA,NA,NA,0
Nebraska,Wahoo,Independent.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,1,Chicago Union,1,Chicago Union,0,NA,0,NA,0,1064,2006,2100,41.21666667,-96.61666667,NA,NA,NA,0
Nebraska,Wahoo,Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1064,2006,2100,41.21666667,-96.61666667,NA,NA,NA,0
Nebraska,Waterloo,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,164,272,345,41.28694444,-96.28833333,NA,NA,NA,0
Nebraska,Wayne,Herald-Tribune.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1178,2119,42.23611111,-97.01694444,NA,NA,NA,0
Nebraska,Weeping Water,Republican.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,317,1350,1156,40.86777778,-96.13916667,NA,NA,NA,0
Nebraska,West Union,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Western,Wave.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,397,412,40.39194444,-97.19833333,NA,NA,NA,0
Nebraska,Westerville,Echo.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nebraska,Wilber,Blade.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,710,1226,1054,40.48194444,-96.9625,NA,NA,NA,0
Nebraska,Wilber,Opposition.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,1,Chicago Union,0,NA,0,NA,0,NA,0,710,1226,1054,40.48194444,-96.9625,NA,NA,NA,0
Nebraska,Wood River,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,481,589,40.82166667,-98.60083333,NA,NA,NA,0
Nebraska,Wymore,Wymorian.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,2420,2626,40.12277778,-96.66555556,NA,NA,NA,0
Nebraska,York,Democrat.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1259,3405,5132,40.86722222,-97.58888889,NA,NA,NA,0
Utah,Servia,Echo.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Wyoming,Rock Springs,Independent.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40,763,3406,4363,41.59083333,-109.2225,NA,NA,NA,0
Wyoming,Sundance,Gazette.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Omaha,1,Omaha,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,515,294,44.40527778,-104.3722222,NA,NA,NA,0
Iowa,Akron,Western Delta.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Sioux City,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,494,1029,42.82527778,-96.55666667,NA,NA,NA,0
Iowa,Cherokee,Enterprise.,0,NA,0,NA,0,NA,0,NA,0,NA,1,Sioux City,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,438,1523,3441,3865,42.75,-95.55,NA,NA,NA,0
