Population,Town,State,Latitude,Longitude,Retailer,General,News,Educational,Juvenile,DepartmentStore,DrugStore,GiftStore,CirculatingLibrary,SecondHand,OldandRare,Medical,Law,Religious,Foreign,Wholesale,Music,X
18000,Anniston,ALABAMA,33.6598257,-85.8316318,"Sawyer, Ben R., Printing Co., 12 E. 11th St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2143,Auburn,ALABAMA,32.6098566,-85.4807825,Burton's Bookstore GE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Alabama News Co., 2123 Third Ave.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Caheen Bros., 1924 Second Ave., N.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Cozy Book Shop, 401 N. 19th St.",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Drennen Co., 2019 Second Ave.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Loveman, Joseph & Loeb (Mr. Wortheimer), 212 N. 19th St.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Pizitz, Louis, Dry Goods Co. (Mr. Weinstein, Bk. Dept.), 1821 Second Ave., N.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Smith Staty. Co., Inc., 2012 & 2025 First Ave., N.",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Steele-Smith Dry Goods Co., Inc., 1918 First Ave.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Studio Book Shop, 408 N. 20th St. GGiOJ",1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Webb Book Co., 2022 Second Ave. GOEMLRJ",1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,
178270,Birmingham,ALABAMA,33.5185892,-86.8103567,"Yeilding Bros. Co., 2129 Second Ave., D G",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4939,Eufaula,ALABAMA,31.8912717,-85.1454876,"Epps, Jennie K., The Gift Shop Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4939,Eufaula,ALABAMA,31.8912717,-85.1454876,"Schaub, J. D., & Co. GECJN",1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
10529,Florence,ALABAMA,34.79981,-87.677251,"Rahner, Mrs. H. B. GGiCJN",1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
10529,Florence,ALABAMA,34.79981,-87.677251,"Rogers, B. A., & Bro. (J. T. Simmons) D.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14737,Gadsden,ALABAMA,34.014264,-86.0066386,"Cross, C. F., & Bros. GGi",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14737,Gadsden,ALABAMA,34.014264,-86.0066386,Vance Drug Co. Dr.,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14737,Gadsden,ALABAMA,34.014264,-86.0066386,"Wyatt-Bell Book Store (Walter Bell, Prop.) G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
60777,Mobile,ALABAMA,30.6953657,-88.0398912,"Fisch, Theodore E., 318 Dauphin St. SE",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
60777,Mobile,ALABAMA,30.6953657,-88.0398912,"Hammel, L., Dry Goods Co. (B. Straus), 7 Royal St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
43464,Montgomery,ALABAMA,32.3792233,-86.3077368,Alabama Bible Society GR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
43464,Montgomery,ALABAMA,32.3792233,-86.3077368,"Montgomery Fair (I. L. Bowles), 16 N. Court St. DEJ",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
43464,Montgomery,ALABAMA,32.3792233,-86.3077368,"Thompson Book Co., I Court Sq. GGiCJ",1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
15589,Selma,ALABAMA,32.4073589,-87.0211007,"Selma Drug Co., Inc. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15589,Selma,ALABAMA,32.4073589,-87.0211007,"Selma Stationery Co., 103 Broad St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6546,Talladega,ALABAMA,33.4359416,-86.1058048,Henderson Drug Co. Dr.N,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6546,Talladega,ALABAMA,33.4359416,-86.1058048,Talladega College E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Tuscaloosa,ALABAMA,33.2098407,-87.5691735,Lustig's Book Store GGiRJNF,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,
12000,Tuscaloosa,ALABAMA,33.2098407,-87.5691735,University Supply Store G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
12000,Tuscaloosa,ALABAMA,33.2098407,-87.5691735,Ward Drug Co. Dr.N,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3855,Tuscumbia,ALABAMA,34.7312005,-87.70253,"The Palace Drug Store, Dr.JN",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Bisbee,ARIZONA,31.4481547,-109.9284084,"Aravalo, B., Naco Road G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Bisbee,ARIZONA,31.4481547,-109.9284084,"Ball, J. M. GDr.JN",1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Bisbee,ARIZONA,31.4481547,-109.9284084,Central Pharmacy (J. B. Williams) Dr.N,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Claremont,ARIZONA,33.528379,-112.119308,College Book & Drug Store Dr E,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Douglas,ARIZONA,31.3445471,-109.5453447,"Aravalo, B., 710 Seventh St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Douglas,ARIZONA,31.3445471,-109.5453447,"Arizona Drug Co. (E. L. Bailey, Sec.), 1039 G. Ave. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Douglas,ARIZONA,31.3445471,-109.5453447,"Douglas Drug Co. (M. P. Hammill), G. Ave., cor. Ioth St. GGiDr.",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Douglas,ARIZONA,31.3445471,-109.5453447,"Ferguson Drug Co., 11th St., cor. G Ave. Dr.",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Douglas,ARIZONA,31.3445471,-109.5453447,"“Penneys,” 534 Tenth St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7083,Globe,ARIZONA,33.3942223,-110.7864984,"Ryan, Wm., Inc. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7000,Miami,ARIZONA,33.3992217,-110.8687232,"Doran, Frank GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29053,Phoenix,ARIZONA,33.4483771,-112.0740373,"Berryhill Co., 42 E. Washington St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29053,Phoenix,ARIZONA,33.4483771,-112.0740373,"McNeil Co., Inc. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
29053,Phoenix,ARIZONA,33.4483771,-112.0740373,"Miller Sterling Co. (H. W. Dakin), 42 N. Central Ave. GDGijN",1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5092,Prescott,ARIZONA,34.5400242,-112.4685025,Acker's Bookstore GGiERJN,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
5092,Prescott,ARIZONA,34.5400242,-112.4685025,"Bashford-Burmuster Co., 114 W. Gurley St. DGi",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5092,Prescott,ARIZONA,34.5400242,-112.4685025,"Peterson, Brooke & Steiner G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5092,Prescott,ARIZONA,34.5400242,-112.4685025,"Robinson, A. W. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1500,Tempe,ARIZONA,33.4255104,-111.9400054,Normal Supply Store E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Breckenridge, William C., 73 S. Stone Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Carrillon, A., 204 S. Stone Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Co-operative Book Store, University of Arizona GE",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,Fordner Orchid Flower & Gift Shop (Mrs. E. S. Fordner) Gi,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Jacobs, J. M., & Son, 64 E. Congress St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Moore & O'Neall, 47 E. Congress St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"Steinfield, Albert, & Co. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20292,Tucson,ARIZONA,32.2226066,-110.9747108,"University Square Book Shop, 939 E. Third St., University Station GGiC",1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,
2052,Ashdown,ARKANSAS,33.6742867,-94.1313054,Dixie Drug Store GN,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1000,Atkins,ARKANSAS,35.2464719,-92.9365581,"Hays, Owen, P. O. Box 235 G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6447,Blytheville,ARKANSAS,35.9272953,-89.9189753,Parkhurst Co. DEJN,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2500,Clarksville,ARKANSAS,35.4714724,-93.4665731,Laster's Bookstore G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4000,Conway,ARKANSAS,35.0886963,-92.4421011,Jones Bookstore GEJN,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
467,Dermott,ARKANSAS,33.52539,-91.4359537,"Prothero, A., G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
700,Dumas,ARKANSAS,33.8870476,-91.4917899,Meador's Pharmacy DrSC,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,
4292,Eldorado,ARKANSAS,33.20763,-92.6662674,Eldorado News Co. N,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5000,Eureka Springs,ARKANSAS,36.4011825,-93.7379711,"Goudelock's Book Store, 51 Spring St. GGiEN",1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4471,Fayetteville,ARKANSAS,36.0662419,-94.157853,"Germann's, Margaret, Book Exchange, Gayeta Lodge G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4471,Fayetteville,ARKANSAS,36.0662419,-94.157853,"Univ. of Ark. Bookstore (Charles H. Stone, Prop.) SE",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
28811,Fort Smith,ARKANSAS,35.3859242,-94.3985475,"Boston Store Dry Goods Co. (G. E. Berson), 718 Garrison Ave. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28811,Fort Smith,ARKANSAS,35.3859242,-94.3985475,"Gift and Art Shop, 12 N. 9th St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28811,Fort Smith,ARKANSAS,35.3859242,-94.3985475,"Hall, O. Q., Book, Stationery & Novelty Store, 915 Garrison Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28811,Fort Smith,ARKANSAS,35.3859242,-94.3985475,"McCann Photo Co., 921 Garrison Ave. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28811,Fort Smith,ARKANSAS,35.3859242,-94.3985475,"Morrow, A. H., 715 Garrison Ave. GEJ",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
680,Gentry,ARKANSAS,36.2675793,-94.4846601,The Gentry Variety Store D,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4000,Harrison,ARKANSAS,36.2297936,-93.1076765,Coffman & Kirby Dr,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8772,Helena,ARKANSAS,34.5291253,-90.5900273,"Blue Moon Drug Store, 414 Plaza Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8772,Helena,ARKANSAS,34.5291253,-90.5900273,"Cartwright of Helena, 306 Cherry St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8772,Helena,ARKANSAS,34.5291253,-90.5900273,"Model Pharmacy, 329 Cherry St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11695,Hot Springs,ARKANSAS,34.5037004,-93.0551795,"Briggs Art Store (Mrs. Theo. Edsall, Prop.) GO",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
11695,Hot Springs,ARKANSAS,34.5037004,-93.0551795,"The Hildegarde Shop (Mrs. Theo. Edsall), 430 Central Ave. CJ",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
11695,Hot Springs,ARKANSAS,34.5037004,-93.0551795,Steigler Bros. Book Store GECJN,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
11695,Hot Springs,ARKANSAS,34.5037004,-93.0551795,"Waytt Book Store (H. C. Whelen), 810 Central Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9384,Jonesboro,ARKANSAS,35.8422967,-90.704279,"Kehl Book Store, 314 S. Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Allsopp & Chapple, 307 Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Argenta Drug Co., 324 Main St. Dr",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Arkansas Book Exchange, IoS Main St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,Arkansas School Book Depository,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Baptist Book House (Miss G. E. McGuire), 405 Donaghey Bldg.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Baptist Pub. Co., Room 14, Arcade Bldg., IIo4 Main St. RN",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Blass, Gus, Dry Goods Co. (Miss T. Sanders), 312 Main St.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"McIlwaine, W. J., 215 W. 2nd St. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Overton, F. S., Bathurst Bldg. SM",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,
65030,Little Rock,ARKANSAS,34.7464809,-92.2895948,"Parlette Bros., Inc., 622 East Markham E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1600,Marked Tree,ARKANSAS,35.5328594,-90.4206578,"John & Frank, Live Druggists Dr.JN",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4000,Mena,ARKANSAS,34.5862171,-94.2396554,Nall's Bookstore G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2800,Piggott,ARKANSAS,36.382839,-90.1906542,"Potter, J. P., Drug Store DrERJN",NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
19220,Pine Bluff,ARKANSAS,34.2284312,-92.0031955,"Dewoody, W. L., & Co. Dr.R",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
19220,Pine Bluff,ARKANSAS,34.2284312,-92.0031955,"Reno Book & Stat'y Co., 512 Main St. GGijN",1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
19220,Pine Bluff,ARKANSAS,34.2284312,-92.0031955,Rosenberg Cigar and Stat'y Co. N,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15000,Texarkana,ARKANSAS,33.4417915,-94.0376881,Presbyterian Comm. of Publication GGiERJ,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,
15000,Texarkana,ARKANSAS,33.4417915,-94.0376881,"Ragland, J. S., 118 E. Broad St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5224,Van Buren,ARKANSAS,35.436756,-94.348268,O'Kane's Bookstore GN,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6500,Warren,ARKANSAS,33.6126086,-92.064583,"Davis, S. M., & Son GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28806,Alemeda,CALIFORNIA,37.7798721,-122.2821855,"Newcomb, Charles A., 1435 Park St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
28806,Alemeda,CALIFORNIA,37.7798721,-122.2821855,"Grinton, Alec, 1353 Park St.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5526,Anaheim,CALIFORNIA,33.8365932,-117.9143012,"Bigelow Book & Staty. Store, 308 E. Centre St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18638,Bakersfield,CALIFORNIA,35.3732921,-119.0187125,"The Book Shop (Julia G. Babcock & Co.), 1711 Eighteenth St. GJN",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18638,Bakersfield,CALIFORNIA,35.3732921,-119.0187125,"Carter's Art Store (Mrs. L. Carter), 1620 Nineteenth St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18638,Bakersfield,CALIFORNIA,35.3732921,-119.0187125,Redlick Merc. Co. DJ,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
18638,Bakersfield,CALIFORNIA,35.3732921,-119.0187125,"McDonald, Ronald (Bakersfield News Co.), 1723 Chester Ave. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Adams, C. M., 2253 Telegraph Ave. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,Associated Students Store E,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Berkeley Book Shop, 2238 Telegraph Ave. SEC",NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Clyde's Book Store (Clyde C. Arrasmith), 2197 Shattuck Ave. E",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Crowl's Book Store, 2127 University Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Davis' Student Supply Store, 2418 Bancroft Way, (College text books) GSEMLR",1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Hink, J. F., & Son, 2224 Shattuck Ave. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Oxford Book Shop, 2208 Allston Way (Branch), (Thomas Creed), 2216 Telegraph Ave.",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Pierce, E. H., 2142 Oxford St.",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Radston's Book Store, 2225 Shattuck Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56036,Berkeley,CALIFORNIA,37.8715226,-122.273042,"Sather Gate Book Shop (Eugene Sommers), 2235 Telegraph Ave. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
450,Carmel,CALIFORNIA,36.5552386,-121.9232879,The Seven Arts GON,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,
9339,Chico,CALIFORNIA,39.7284944,-121.8374777,"Chico Book & Stat'y Co., Inc. GJN",1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9339,Chico,CALIFORNIA,39.7284944,-121.8374777,"Wydell's, 132 Broadway GJ",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1500,Claremont,CALIFORNIA,34.0966764,-117.7197785,"Associated Students Store, Pomona College G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1500,Claremont,CALIFORNIA,34.0966764,-117.7197785,"College Bookstore (O. H. Duvalls, Prop.) GDrSEN",1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
3980,Colton,CALIFORNIA,34.0739016,-117.3136547,"Colton Bookstore (Claud H. Cochran), 158 W. First St. G",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5000,Corona,CALIFORNIA,33.8752935,-117.5664384,"Billings, R. F. (Estate) Dr.N.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,"Daly Bros., 405 F St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,Eureka News Co. (George K. Coleman) N,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,"Johnson, E. S., Johnsons' B'kstore, 226 D St. S",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,"Lincoln, C. O., & Co., 615 Fifth St. GDGi",1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,"Matthews, James F., 423 F St. Gi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,
11845,Eureka,CALIFORNIA,40.8020712,-124.1636729,"York, H. D., 524 F St. GN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Cearley, C. T., Inc. N",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
45068,Fresno,CALIFORNIA,36.7377981,-119.7871247,"Cooper's Dept. Store (Mrs. A. D. Cooper), Book Dept., 915 Fulton St. D",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
